,Label
2211,0
398,0
1185,0
2296,1
3779,2
3459,0
1882,0
2969,1
3273,0
3344,0
1828,0
891,0
3334,0
2814,0
518,0
1324,0
282,0
1658,0
914,0
988,0
2270,0
2222,0
2572,0
3070,0
2524,0
2220,0
1019,0
928,1
1439,0
1693,0
2702,0
3173,0
368,1
3835,0
3842,0
874,2
581,0
3577,0
1516,0
1543,0
1418,0
3002,0
2173,0
1104,0
1757,0
503,0
497,0
653,0
3380,2
1066,0
2896,0
291,0
2636,0
3759,0
1359,1
1235,1
465,0
2128,0
722,0
3175,0
589,0
3151,0
196,0
1836,0
3201,0
348,0
807,0
2835,0
1677,0
355,0
2293,2
207,0
1571,0
1653,0
2534,0
1098,0
1126,0
2865,0
2395,0
3018,1
2685,0
2953,0
236,1
2414,0
467,0
802,0
2144,0
2989,0
3058,0
3581,0
3919,0
3226,0
1421,0
3472,0
3091,0
658,2
1957,0
3106,0
2404,0
1278,0
1546,0
902,0
2349,0
1676,0
1746,0
853,0
2696,0
521,2
2866,0
767,0
1452,0
3605,0
2626,0
1136,0
1026,0
297,0
901,0
142,0
3655,0
1538,0
3434,0
3536,0
1448,1
3641,0
393,0
3643,0
3172,0
1534,0
3047,0
208,2
1860,2
1379,1
3681,0
1873,0
2059,0
1709,0
3044,0
3512,1
3713,0
2092,0
2348,0
3858,0
3892,0
1682,2
242,0
1388,2
1071,0
210,1
967,2
3562,0
3845,0
213,0
889,0
3272,0
2426,0
2911,0
1711,0
978,0
3443,2
407,0
2360,0
1681,0
1463,0
3147,0
3560,0
2597,0
867,0
3356,1
2481,0
3893,0
3852,0
1077,2
2494,0
636,0
1641,0
528,0
1585,0
621,0
1170,0
826,0
79,0
757,0
1386,0
1656,2
2704,1
1849,0
3557,1
526,0
2193,0
1373,0
2514,0
1537,0
308,0
1616,0
3887,0
2420,2
1358,0
1745,1
2356,0
2491,0
2746,0
133,0
2942,2
531,0
855,2
778,0
3761,2
2048,0
3269,0
349,0
3683,0
3690,0
2434,0
1603,0
3908,0
3682,1
3940,0
1230,0
85,1
1361,0
3048,1
385,2
3515,0
1883,0
3302,0
2498,1
918,0
3465,0
1584,0
225,0
2569,0
2650,0
3082,0
206,0
1035,1
1248,0
768,2
378,0
2042,0
111,0
367,0
1314,0
2507,0
224,0
2617,0
1870,0
129,1
123,2
3046,0
727,1
2978,0
1912,0
1120,0
3352,0
128,0
2077,0
1108,0
2268,0
1721,0
1695,0
2409,0
266,0
1499,0
1740,2
975,0
1428,0
3799,0
2861,0
1229,2
2624,0
3765,0
3403,0
2837,2
2496,0
2757,0
1165,0
2384,0
1610,0
462,0
370,0
3339,0
966,0
2856,0
2790,0
329,0
1896,0
3561,0
3461,0
1049,1
828,0
3347,0
2261,0
3786,0
3179,0
859,0
2064,0
3552,2
3506,0
2440,0
1143,0
3665,1
3437,2
1703,0
3392,1
1574,0
3813,0
3752,1
3054,0
1770,0
2946,0
1583,0
1219,0
2199,0
785,1
157,0
3430,0
838,0
1654,0
3874,0
2996,0
2387,0
3473,2
3774,1
2869,0
2760,0
3753,0
522,0
3381,0
2944,0
2737,0
1036,0
106,0
2787,0
3795,0
844,0
3229,0
741,0
460,0
344,0
2881,0
1689,0
662,0
3361,2
417,0
2958,0
2452,2
3660,0
744,0
2543,0
424,0
2724,0
3055,2
1553,0
879,0
3843,0
3280,0
2067,0
3664,0
1336,0
1112,0
1853,0
3345,0
2928,0
1897,1
1981,0
3868,0
3941,1
1017,0
1970,0
2139,2
90,0
2840,0
1637,0
1434,0
2317,0
3022,0
1895,0
1845,0
2919,0
2359,2
1352,0
2971,0
696,0
2486,0
2248,0
3604,2
3123,0
2515,0
932,0
249,0
2460,2
3166,0
1573,0
145,0
392,0
3685,0
114,1
2943,0
2662,0
3579,0
1852,0
472,0
2860,0
3487,0
2578,0
2372,0
637,0
3405,0
2582,0
2894,0
2984,0
560,0
881,0
154,0
1668,0
2767,0
763,0
2470,0
577,0
2176,0
923,0
648,0
2583,0
2132,1
2258,2
3089,0
2940,0
3924,0
601,0
364,0
3079,0
3697,0
2839,0
2362,1
3599,0
2294,0
1607,0
659,0
2186,1
563,2
945,0
2763,0
561,0
2630,0
1794,0
1650,0
1675,2
2965,0
2977,0
3246,0
2277,0
1662,0
1938,0
3134,0
2882,0
2134,0
2450,0
2695,0
2492,0
146,0
1469,0
3287,0
3286,0
612,0
1680,0
1443,0
2594,0
1566,0
3423,0
1333,0
587,0
3860,0
2425,0
603,0
380,0
2130,0
2661,0
716,0
1724,0
1528,0
980,0
1598,0
2278,0
3628,1
2319,0
751,0
3076,0
909,0
1842,0
425,0
623,0
850,0
3900,1
3353,0
1015,0
2602,0
203,0
1355,0
1127,0
1670,0
870,0
295,0
2639,0
2163,0
1729,0
3488,0
1786,0
860,0
1139,0
527,0
3651,0
169,0
2727,0
1533,0
2528,0
3016,0
1998,2
389,0
342,0
255,0
693,0
1215,0
3350,0
3314,0
1526,0
2234,0
905,0
2782,0
1576,0
3460,0
2934,0
2156,2
1812,0
649,0
670,0
671,0
3180,0
2079,1
3212,0
379,0
910,0
362,0
1948,0
1175,0
968,0
2637,0
1005,0
3073,0
3726,0
167,0
325,0
2487,0
1444,0
2118,0
3168,0
1072,0
3738,0
2228,0
1348,0
2347,0
3583,0
3153,0
2340,0
3393,0
2503,0
2885,0
3606,0
2822,0
811,1
3184,1
588,0
1926,0
1909,2
2247,0
1389,0
2799,0
351,0
442,0
1491,0
566,0
2194,0
1545,0
2959,0
2769,0
1512,0
981,0
2941,0
468,0
3400,0
2501,0
3318,0
1080,0
1527,0
599,0
2968,0
2693,0
3804,0
3307,0
2217,0
2041,0
3113,0
2786,1
3776,0
2549,1
1816,0
376,1
1382,0
1218,0
1279,0
2031,0
1425,0
2900,0
1304,0
2736,2
3138,0
705,0
3072,2
1283,0
3540,0
2257,0
3319,2
2745,0
457,0
3009,0
371,0
3020,0
1252,0
3585,0
2992,0
1823,0
1030,0
2012,0
1635,0
1323,0
3219,0
3060,0
3916,0
2215,0
198,1
3102,2
1397,0
960,0
1291,0
1631,0
2159,0
2026,0
3538,0
777,0
1173,0
647,0
1268,0
2054,0
2424,0
275,0
2014,1
1565,0
2017,0
3408,0
3595,0
1442,0
2254,0
2371,0
735,0
3618,0
538,0
3700,0
3653,0
153,0
3321,0
2932,0
311,0
783,0
3227,0
3534,0
1502,0
3486,0
3926,0
3205,0
3782,0
3923,0
3918,0
3316,0
1901,0
2780,0
998,0
2887,1
2400,0
2177,0
3066,1
3731,2
2725,0
1390,0
1064,0
3129,0
2891,0
728,0
2906,0
954,0
614,0
2588,0
3863,0
1867,0
3912,0
3161,0
3928,0
1593,0
1861,0
1233,0
1399,0
1950,0
2456,1
2154,0
1949,0
1802,0
3176,0
2740,0
3426,0
687,0
3755,0
1293,2
1455,0
3823,0
1362,0
2057,0
1045,0
1387,0
3154,0
1888,0
677,0
2955,0
2428,0
2872,0
3678,0
2380,0
1414,0
1115,0
2245,0
1300,0
108,0
1833,0
2069,0
608,0
480,0
969,0
300,0
896,2
158,0
715,1
1360,0
250,0
1530,0
2207,0
848,0
3290,0
2421,0
771,0
1083,0
440,0
2506,0
2897,0
3910,0
2489,0
454,0
3913,0
3691,1
1763,0
1332,0
1558,0
3671,2
3888,0
2939,1
406,0
1609,0
814,0
3548,0
3312,1
1191,0
2000,0
1999,0
1649,0
3922,0
1742,0
3502,0
2756,0
2949,0
303,0
195,0
1875,0
619,0
3333,0
2383,0
1059,0
3069,0
1735,0
3462,0
1391,0
1733,0
359,0
1744,0
2690,1
2892,0
3624,0
1541,0
109,0
3063,0
433,0
1973,0
3310,0
2240,0
2825,0
2590,0
2714,0
2206,0
2843,0
3348,1
1697,0
2039,0
373,0
680,0
3163,0
1714,0
2459,0
832,0
434,0
141,0
2807,0
287,0
1220,0
2229,0
3191,0
3594,0
634,0
259,0
2224,0
1105,0
3800,0
1123,2
947,0
3948,0
1612,0
3315,0
365,0
304,0
1375,0
2611,0
2475,0
1825,0
1712,0
2280,0
2001,0
72,0
3471,0
1404,0
1854,1
3871,0
1911,1
675,0
921,2
464,0
2608,0
3778,0
3516,0
3891,0
1008,0
1124,0
2183,0
3165,0
1965,0
1708,0
995,0
3199,0
3694,0
2564,2
2612,2
2730,0
2439,0
3000,0
466,0
318,0
2357,0
1560,0
1050,0
2321,0
262,0
2848,0
2184,0
3097,0
2874,0
438,0
2405,2
3588,0
3809,0
3193,2
572,2
127,0
3197,0
911,0
78,0
2305,0
2546,0
336,0
3754,0
3621,0
1707,0
2870,0
1322,0
91,2
3612,0
584,0
3338,2
3248,0
992,0
3364,0
1395,0
3529,0
197,0
1772,0
808,0
264,0
1113,2
1958,0
3282,0
2711,0
3011,0
3410,1
3710,0
2658,0
3831,0
999,0
176,0
186,0
1374,0
3661,0
1790,0
230,0
3596,0
3932,0
494,1
1620,0
1082,0
3542,0
787,0
3617,0
3593,2
1596,0
2766,0
2053,0
2311,0
1824,0
1846,0
2336,0
2858,0
2809,0
3679,0
684,0
1627,0
2610,0
3787,0
3335,0
1134,1
1100,0
884,0
3241,0
3634,0
2043,0
2162,0
1955,1
1907,0
3137,1
2956,0
3769,0
2232,0
184,0
313,0
2533,0
3358,0
3103,0
3639,0
1047,0
479,0
1893,2
1032,0
1754,0
2171,2
3263,0
2868,0
346,0
533,0
3810,1
3925,0
1053,0
2765,0
1755,0
1814,0
3721,0
1737,0
773,0
829,0
2196,0
664,0
1732,0
3677,0
2300,0
1413,0
3414,0
2584,0
1851,0
3421,0
3673,0
991,0
2190,0
1768,0
2073,2
1058,0
1532,2
842,0
2545,0
261,0
3037,0
2135,0
2801,0
641,0
872,0
283,0
2797,0
164,0
2259,0
2666,0
2921,0
1106,0
1084,0
949,0
1334,0
3572,0
3602,0
2142,0
2292,0
1394,0
1991,0
253,0
2641,0
137,0
697,0
1023,0
147,0
709,2
1207,0
3003,0
3836,1
862,0
319,0
2032,0
61,0
366,0
1423,0
2080,0
1454,0
1181,0
105,2
2614,0
1245,0
3357,0
3493,2
1262,0
2820,0
1731,0
3007,0
1961,0
1480,0
1222,0
1500,0
2990,0
930,0
591,0
481,0
3449,0
99,1
821,0
2673,1
2403,0
3385,0
3869,1
1131,0
3789,2
279,2
1310,1
2755,2
217,0
2037,0
2777,0
2826,0
1367,0
1011,0
307,0
2800,0
2654,0
2554,0
3112,0
890,0
2167,0
2552,0
3034,0
1663,0
3101,0
1316,0
1305,0
2397,0
3028,0
510,0
3489,0
1159,0
866,0
3744,2
946,0
2101,0
1889,0
2105,2
3396,0
760,1
2683,0
2451,0
3723,0
515,2
3647,0
1276,0
1517,0
3654,0
2365,0
3478,0
701,0
74,0
2829,0
1295,0
3623,0
1079,0
786,0
2770,0
2640,0
1774,0
2464,0
315,0
3784,0
2028,0
3255,0
121,0
1004,0
2970,0
2152,1
2033,0
1012,2
650,0
586,1
439,2
1450,0
286,0
1179,0
3235,2
864,1
2151,0
2560,1
747,0
611,0
3233,0
2903,0
3295,1
3234,0
594,2
1426,1
3828,0
67,0
759,0
2373,0
2895,2
3094,0
1109,1
444,0
187,0
3706,0
3402,0
2525,0
98,0
3734,0
502,0
630,0
2343,0
3371,0
1789,0
2303,0
1257,0
1231,0
898,0
3880,2
101,0
1906,0
3812,0
2022,0
3935,0
1865,0
2408,0
3720,0
3546,0
3578,1
1356,0
1372,0
1743,0
2615,0
2875,0
3247,0
409,0
2530,2
3927,0
1060,0
375,0
810,0
1466,0
1306,0
3543,0
3374,0
312,0
654,0
2252,0
2555,0
1734,0
1764,1
3750,0
248,0
3406,0
2520,0
752,2
915,0
2378,0
2271,0
2566,0
738,0
1119,0
2230,0
2216,0
710,0
1787,0
1535,0
3626,0
268,2
140,0
2601,0
1941,0
2609,0
1476,0
2094,0
2573,0
2021,0
774,0
1887,0
172,0
3622,2
1984,0
2045,0
3200,0
1953,0
1013,0
281,0
2328,0
2948,0
3376,0
110,0
1646,0
3497,0
2561,0
2591,2
3303,0
3328,0
3729,0
347,0
963,1
3937,0
1240,0
3730,0
2710,0
639,0
1266,0
2231,0
219,1
3127,0
770,0
3087,0
708,0
3881,0
916,0
789,0
900,0
1288,0
2603,0
3531,1
702,0
3824,0
3418,0
2538,2
847,0
2205,0
1489,0
656,0
565,0
1979,0
1606,1
2291,0
3625,0
2185,0
3116,0
1844,0
3709,0
2058,0
1216,2
3216,0
549,2
345,0
3615,0
2479,0
64,0
474,0
2924,0
3859,0
192,0
239,0
3847,0
2370,0
2223,0
2593,0
2423,0
2178,0
3157,0
429,0
3833,2
1298,0
2038,0
2180,0
1307,0
825,0
383,0
2406,0
692,0
473,0
1741,0
1020,1
2493,2
806,0
2864,0
2166,0
1835,0
1594,0
3253,0
2082,0
1766,0
574,0
2729,0
706,0
1619,0
174,1
1341,0
2810,0
3541,0
1376,0
2531,0
1776,0
3530,0
188,0
1237,0
3791,0
1601,0
2879,0
3025,2
222,0
1542,1
1338,0
1847,1
3228,0
1501,0
1556,0
2831,0
2410,1
3884,0
1076,0
3390,0
3033,0
3160,0
411,0
2164,0
403,0
508,2
3597,0
1087,2
3939,0
3899,0
1769,0
1472,0
666,0
2664,0
391,0
2329,0
1820,0
2087,0
511,0
2006,0
486,0
3277,0
883,0
3698,0
858,0
3758,0
2762,1
3373,0
1688,0
3855,0
3355,0
2344,0
3442,0
1485,0
2104,0
733,2
2113,0
1857,0
2284,0
2532,0
3050,0
2394,2
1427,0
324,0
3409,0
2465,0
453,0
1781,1
2097,2
2275,0
2375,0
1548,0
2694,0
83,0
2274,0
2995,0
2100,0
3036,1
618,1
2605,0
2090,0
1400,0
3379,0
1778,2
2457,0
2606,0
2463,0
3250,0
813,0
686,0
1022,0
2902,0
1916,0
3258,0
717,0
2808,1
2108,0
1337,2
3195,0
1608,0
2485,0
2416,0
3775,0
1010,0
289,0
3093,2
1192,0
1251,0
2613,0
1249,0
3237,0
2830,0
1180,2
2680,0
1289,0
3293,0
3613,0
1461,1
1810,0
1028,0
2331,0
2976,2
1807,0
69,0
1506,0
732,0
2351,0
3748,0
218,0
1161,0
1152,0
2208,0
3042,0
1369,0
1460,0
877,1
815,0
3736,0
1621,0
2407,0
2804,0
3411,0
328,0
3035,0
3012,0
1041,0
2927,0
136,0
2429,0
3717,0
834,0
3452,0
3632,0
3427,0
958,0
1856,0
2849,0
1760,0
3467,2
3363,1
298,0
3886,0
1488,0
2768,0
2490,0
182,0
2999,0
221,0
2127,0
3611,0
3121,0
1514,0
534,1
2016,0
420,0
2165,1
2018,0
2417,0
2441,0
2938,0
676,0
1720,2
3545,0
436,0
495,0
1935,0
2513,0
2917,0
3343,0
270,0
3951,0
2225,0
1487,1
3435,0
3107,0
1748,0
